language,text
Luo,Wan temo dala ahinya.
Luo,Gin wuotho puodho maber.
Luo,Nyathi bedo tich rach.
Luo,Wuod tiyo ot tek.
Luo,Dhako keto yie moromo.
Luo,Chuo yudo pesa chuth.
Luo,An chiemo chiemo oyot.
Luo,In ndiko buk mos.
Luo,Wan temo dala ahinya.
Luo,Gin wuotho puodho maber.
Luo,Nyathi bedo tich rach.
Luo,Wuod tiyo ot tek.
Luo,Dhako keto yie moromo.
Luo,Chuo yudo pesa chuth.
Luo,An chiemo chiemo oyot.
Luo,In ndiko buk mos.
Luo,Wan temo dala ahinya.
Luo,Gin wuotho puodho maber.
Luo,Nyathi bedo tich rach.
Luo,Wuod tiyo ot tek.
Luo,Dhako keto yie moromo.
Luo,Chuo yudo pesa chuth.
Luo,An chiemo chiemo oyot.
Luo,In ndiko buk mos.
Luo,Wan temo dala ahinya.
Luo,Gin wuotho puodho maber.
Luo,Nyathi bedo tich rach.
Luo,Wuod tiyo ot tek.
Luo,Dhako keto yie moromo.
Luo,Chuo yudo pesa chuth.
Luo,An chiemo chiemo oyot.
Luo,In ndiko buk mos.
Luo,Wan temo dala ahinya.
Luo,Gin wuotho puodho maber.
Luo,Nyathi bedo tich rach.
Luo,Wuod tiyo ot tek.
Luo,Dhako keto yie moromo.
Luo,Chuo yudo pesa chuth.
Luo,An chiemo chiemo oyot.
Luo,In ndiko buk mos.
Luo,Wan temo dala ahinya.
Luo,Gin wuotho puodho maber.
Luo,Nyathi bedo tich rach.
Luo,Wuod tiyo ot tek.
Luo,Dhako keto yie moromo.
Luo,Chuo yudo pesa chuth.
Luo,An chiemo chiemo oyot.
Luo,In ndiko buk mos.
Luo,Wan temo dala ahinya.
Luo,Gin wuotho puodho maber.
Luo,Nyathi bedo tich rach.
Luo,Wuod tiyo ot tek.
Luo,Dhako keto yie moromo.
Luo,Chuo yudo pesa chuth.
Luo,An chiemo chiemo oyot.
Luo,In ndiko buk mos.
Luo,Wan temo dala ahinya.
Luo,Gin wuotho puodho maber.
Luo,Nyathi bedo tich rach.
Luo,Wuod tiyo ot tek.
Luo,Dhako keto yie moromo.
Luo,Chuo yudo pesa chuth.
Luo,An chiemo chiemo oyot.
Luo,In ndiko buk mos.
Luo,Wan temo dala ahinya.
Luo,Gin wuotho puodho maber.
Luo,Nyathi bedo tich rach.
Luo,Wuod tiyo ot tek.
Luo,Dhako keto yie moromo.
Luo,Chuo yudo pesa chuth.
Luo,An chiemo chiemo oyot.
Luo,In ndiko buk mos.
Luo,Wan temo dala ahinya.
Luo,Gin wuotho puodho maber.
Luo,Nyathi bedo tich rach.
Luo,Wuod tiyo ot tek.
Luo,Dhako keto yie moromo.
Luo,Chuo yudo pesa chuth.
Luo,An chiemo chiemo oyot.
Luo,In ndiko buk mos.
Luo,Wan temo dala ahinya.
Luo,Gin wuotho puodho maber.
Luo,Nyathi bedo tich rach.
Luo,Wuod tiyo ot tek.
Luo,Dhako keto yie moromo.
Luo,Chuo yudo pesa chuth.
Luo,An chiemo chiemo oyot.
Luo,In ndiko buk mos.
Luo,Wan temo dala ahinya.
Luo,Gin wuotho puodho maber.
Luo,Nyathi bedo tich rach.
Luo,Wuod tiyo ot tek.
Luo,Dhako keto yie moromo.
Luo,Chuo yudo pesa chuth.
Luo,An chiemo chiemo oyot.
Luo,In ndiko buk mos.
Luo,Wan temo dala ahinya.
Luo,Gin wuotho puodho maber.
Luo,Nyathi bedo tich rach.
Luo,Wuod tiyo ot tek.
Luo,Dhako keto yie moromo.
Luo,Chuo yudo pesa chuth.
Luo,An chiemo chiemo oyot.
Luo,In ndiko buk mos.
Luo,Wan temo dala ahinya.
Luo,Gin wuotho puodho maber.
Luo,Nyathi bedo tich rach.
Luo,Wuod tiyo ot tek.
Luo,Dhako keto yie moromo.
Luo,Chuo yudo pesa chuth.
Luo,An chiemo chiemo oyot.
Luo,In ndiko buk mos.
Luo,Wan temo dala ahinya.
Luo,Gin wuotho puodho maber.
Luo,Nyathi bedo tich rach.
Luo,Wuod tiyo ot tek.
Luo,Dhako keto yie moromo.
Luo,Chuo yudo pesa chuth.
Luo,An chiemo chiemo oyot.
Luo,In ndiko buk mos.
Luo,Wan temo dala ahinya.
Luo,Gin wuotho puodho maber.
Luo,Nyathi bedo tich rach.
Luo,Wuod tiyo ot tek.
Luo,Dhako keto yie moromo.
Luo,Chuo yudo pesa chuth.
Luo,An chiemo chiemo oyot.
Luo,In ndiko buk mos.
Luo,Wan temo dala ahinya.
Luo,Gin wuotho puodho maber.
Luo,Nyathi bedo tich rach.
Luo,Wuod tiyo ot tek.
Luo,Dhako keto yie moromo.
Luo,Chuo yudo pesa chuth.
Luo,An chiemo chiemo oyot.
Luo,In ndiko buk mos.
Luo,Wan temo dala ahinya.
Luo,Gin wuotho puodho maber.
Luo,Nyathi bedo tich rach.
Luo,Wuod tiyo ot tek.
Luo,Dhako keto yie moromo.
Luo,Chuo yudo pesa chuth.
Luo,An chiemo chiemo oyot.
Luo,In ndiko buk mos.
Luo,Wan temo dala ahinya.
Luo,Gin wuotho puodho maber.
Luo,Nyathi bedo tich rach.
Luo,Wuod tiyo ot tek.
Luo,Dhako keto yie moromo.
Luo,Chuo yudo pesa chuth.
Luo,An chiemo chiemo oyot.
Luo,In ndiko buk mos.
Luo,Wan temo dala ahinya.
Luo,Gin wuotho puodho maber.
Luo,Nyathi bedo tich rach.
Luo,Wuod tiyo ot tek.
Luo,Dhako keto yie moromo.
Luo,Chuo yudo pesa chuth.
Luo,An chiemo chiemo oyot.
Luo,In ndiko buk mos.
Luo,Wan temo dala ahinya.
Luo,Gin wuotho puodho maber.
Luo,Nyathi bedo tich rach.
Luo,Wuod tiyo ot tek.
Luo,Dhako keto yie moromo.
Luo,Chuo yudo pesa chuth.
Luo,An chiemo chiemo oyot.
Luo,In ndiko buk mos.
Luo,Wan temo dala ahinya.
Luo,Gin wuotho puodho maber.
Luo,Nyathi bedo tich rach.
Luo,Wuod tiyo ot tek.
Luo,Dhako keto yie moromo.
Luo,Chuo yudo pesa chuth.
Luo,An chiemo chiemo oyot.
Luo,In ndiko buk mos.
Luo,Wan temo dala ahinya.
Luo,Gin wuotho puodho maber.
Luo,Nyathi bedo tich rach.
Luo,Wuod tiyo ot tek.
Luo,Dhako keto yie moromo.
Luo,Chuo yudo pesa chuth.
Luo,An chiemo chiemo oyot.
Luo,In ndiko buk mos.
Luo,Wan temo dala ahinya.
Luo,Gin wuotho puodho maber.
Luo,Nyathi bedo tich rach.
Luo,Wuod tiyo ot tek.
Luo,Dhako keto yie moromo.
Luo,Chuo yudo pesa chuth.
Luo,An chiemo chiemo oyot.
Luo,In ndiko buk mos.
Luo,Wan temo dala ahinya.
Luo,Gin wuotho puodho maber.
Luo,Nyathi bedo tich rach.
Luo,Wuod tiyo ot tek.
Luo,Dhako keto yie moromo.
Luo,Chuo yudo pesa chuth.
Luo,An chiemo chiemo oyot.
Luo,In ndiko buk mos.
Luo,Wan temo dala ahinya.
Luo,Gin wuotho puodho maber.
Luo,Nyathi bedo tich rach.
Luo,Wuod tiyo ot tek.
Luo,Dhako keto yie moromo.
Luo,Chuo yudo pesa chuth.
Luo,An chiemo chiemo oyot.
Luo,In ndiko buk mos.
Luo,Wan temo dala ahinya.
Luo,Gin wuotho puodho maber.
Luo,Nyathi bedo tich rach.
Luo,Wuod tiyo ot tek.
Luo,Dhako keto yie moromo.
Luo,Chuo yudo pesa chuth.
Luo,An chiemo chiemo oyot.
Luo,In ndiko buk mos.
Luo,Wan temo dala ahinya.
Luo,Gin wuotho puodho maber.
Luo,Nyathi bedo tich rach.
Luo,Wuod tiyo ot tek.
Luo,Dhako keto yie moromo.
Luo,Chuo yudo pesa chuth.
Luo,An chiemo chiemo oyot.
Luo,In ndiko buk mos.
Luo,Wan temo dala ahinya.
Luo,Gin wuotho puodho maber.
Luo,Nyathi bedo tich rach.
Luo,Wuod tiyo ot tek.
Luo,Dhako keto yie moromo.
Luo,Chuo yudo pesa chuth.
Luo,An chiemo chiemo oyot.
Luo,In ndiko buk mos.
Luo,Wan temo dala ahinya.
Luo,Gin wuotho puodho maber.
Luo,Nyathi bedo tich rach.
Luo,Wuod tiyo ot tek.
Luo,Dhako keto yie moromo.
Luo,Chuo yudo pesa chuth.
Luo,An chiemo chiemo oyot.
Luo,In ndiko buk mos.
Luo,Wan temo dala ahinya.
Luo,Gin wuotho puodho maber.
Luo,Nyathi bedo tich rach.
Luo,Wuod tiyo ot tek.
Luo,Dhako keto yie moromo.
Luo,Chuo yudo pesa chuth.
Luo,An chiemo chiemo oyot.
Luo,In ndiko buk mos.
Luo,Wan temo dala ahinya.
Luo,Gin wuotho puodho maber.
Luo,Nyathi bedo tich rach.
Luo,Wuod tiyo ot tek.
Luo,Dhako keto yie moromo.
Luo,Chuo yudo pesa chuth.
Luo,An chiemo chiemo oyot.
Luo,In ndiko buk mos.
Luo,Wan temo dala ahinya.
Luo,Gin wuotho puodho maber.
Luo,Nyathi bedo tich rach.
Luo,Wuod tiyo ot tek.
Luo,Dhako keto yie moromo.
Luo,Chuo yudo pesa chuth.
Luo,An chiemo chiemo oyot.
Luo,In ndiko buk mos.
Luo,Wan temo dala ahinya.
Luo,Gin wuotho puodho maber.
Luo,Nyathi bedo tich rach.
Luo,Wuod tiyo ot tek.
Luo,Dhako keto yie moromo.
Luo,Chuo yudo pesa chuth.
Luo,An chiemo chiemo oyot.
Luo,In ndiko buk mos.
Luo,Wan temo dala ahinya.
Luo,Gin wuotho puodho maber.
Luo,Nyathi bedo tich rach.
Luo,Wuod tiyo ot tek.
Luo,Dhako keto yie moromo.
Luo,Chuo yudo pesa chuth.
Luo,An chiemo chiemo oyot.
Luo,In ndiko buk mos.
Luo,Wan temo dala ahinya.
Luo,Gin wuotho puodho maber.
Luo,Nyathi bedo tich rach.
Luo,Wuod tiyo ot tek.
Luo,Dhako keto yie moromo.
Luo,Chuo yudo pesa chuth.
Luo,An chiemo chiemo oyot.
Luo,In ndiko buk mos.
Luo,Wan temo dala ahinya.
Luo,Gin wuotho puodho maber.
Luo,Nyathi bedo tich rach.
Luo,Wuod tiyo ot tek.
Luo,Dhako keto yie moromo.
Luo,Chuo yudo pesa chuth.
Luo,An chiemo chiemo oyot.
Luo,In ndiko buk mos.
Luo,Wan temo dala ahinya.
Luo,Gin wuotho puodho maber.
Luo,Nyathi bedo tich rach.
Luo,Wuod tiyo ot tek.
Luo,Dhako keto yie moromo.
Luo,Chuo yudo pesa chuth.
Luo,An chiemo chiemo oyot.
Luo,In ndiko buk mos.
Luo,Wan temo dala ahinya.
Luo,Gin wuotho puodho maber.
Luo,Nyathi bedo tich rach.
Luo,Wuod tiyo ot tek.
Luo,Dhako keto yie moromo.
Luo,Chuo yudo pesa chuth.
Luo,An chiemo chiemo oyot.
Luo,In ndiko buk mos.
Luo,Wan temo dala ahinya.
Luo,Gin wuotho puodho maber.
Luo,Nyathi bedo tich rach.
Luo,Wuod tiyo ot tek.
Luo,Dhako keto yie moromo.
Luo,Chuo yudo pesa chuth.
Luo,An chiemo chiemo oyot.
Luo,In ndiko buk mos.
Luo,Wan temo dala ahinya.
Luo,Gin wuotho puodho maber.
Luo,Nyathi bedo tich rach.
Luo,Wuod tiyo ot tek.
Luo,Dhako keto yie moromo.
Luo,Chuo yudo pesa chuth.
Luo,An chiemo chiemo oyot.
Luo,In ndiko buk mos.
Luo,Wan temo dala ahinya.
Luo,Gin wuotho puodho maber.
Luo,Nyathi bedo tich rach.
Luo,Wuod tiyo ot tek.
Luo,Dhako keto yie moromo.
Luo,Chuo yudo pesa chuth.
Luo,An chiemo chiemo oyot.
Luo,In ndiko buk mos.
Luo,Wan temo dala ahinya.
Luo,Gin wuotho puodho maber.
Luo,Nyathi bedo tich rach.
Luo,Wuod tiyo ot tek.
Luo,Dhako keto yie moromo.
Luo,Chuo yudo pesa chuth.
Luo,An chiemo chiemo oyot.
Luo,In ndiko buk mos.
Luo,Wan temo dala ahinya.
Luo,Gin wuotho puodho maber.
Luo,Nyathi bedo tich rach.
Luo,Wuod tiyo ot tek.
Luo,Dhako keto yie moromo.
Luo,Chuo yudo pesa chuth.
Luo,An chiemo chiemo oyot.
Luo,In ndiko buk mos.
Luo,Wan temo dala ahinya.
Luo,Gin wuotho puodho maber.
Luo,Nyathi bedo tich rach.
Luo,Wuod tiyo ot tek.
Luo,Dhako keto yie moromo.
Luo,Chuo yudo pesa chuth.
Luo,An chiemo chiemo oyot.
Luo,In ndiko buk mos.
Luo,Wan temo dala ahinya.
Luo,Gin wuotho puodho maber.
Luo,Nyathi bedo tich rach.
Luo,Wuod tiyo ot tek.
Luo,Dhako keto yie moromo.
Luo,Chuo yudo pesa chuth.
Luo,An chiemo chiemo oyot.
Luo,In ndiko buk mos.
Luo,Wan temo dala ahinya.
Luo,Gin wuotho puodho maber.
Luo,Nyathi bedo tich rach.
Luo,Wuod tiyo ot tek.
Luo,Dhako keto yie moromo.
Luo,Chuo yudo pesa chuth.
Luo,An chiemo chiemo oyot.
Luo,In ndiko buk mos.
Luo,Wan temo dala ahinya.
Luo,Gin wuotho puodho maber.
Luo,Nyathi bedo tich rach.
Luo,Wuod tiyo ot tek.
Luo,Dhako keto yie moromo.
Luo,Chuo yudo pesa chuth.
Luo,An chiemo chiemo oyot.
Luo,In ndiko buk mos.
Luo,Wan temo dala ahinya.
Luo,Gin wuotho puodho maber.
Luo,Nyathi bedo tich rach.
Luo,Wuod tiyo ot tek.
Luo,Dhako keto yie moromo.
Luo,Chuo yudo pesa chuth.
Luo,An chiemo chiemo oyot.
Luo,In ndiko buk mos.
Luo,Wan temo dala ahinya.
Luo,Gin wuotho puodho maber.
Luo,Nyathi bedo tich rach.
Luo,Wuod tiyo ot tek.
Luo,Dhako keto yie moromo.
Luo,Chuo yudo pesa chuth.
Luo,An chiemo chiemo oyot.
Luo,In ndiko buk mos.
Luo,Wan temo dala ahinya.
Luo,Gin wuotho puodho maber.
Luo,Nyathi bedo tich rach.
Luo,Wuod tiyo ot tek.
Luo,Dhako keto yie moromo.
Luo,Chuo yudo pesa chuth.
Luo,An chiemo chiemo oyot.
Luo,In ndiko buk mos.
Luo,Wan temo dala ahinya.
Luo,Gin wuotho puodho maber.
Luo,Nyathi bedo tich rach.
Luo,Wuod tiyo ot tek.
Luo,Dhako keto yie moromo.
Luo,Chuo yudo pesa chuth.
Luo,An chiemo chiemo oyot.
Luo,In ndiko buk mos.
Luo,Wan temo dala ahinya.
Luo,Gin wuotho puodho maber.
Luo,Nyathi bedo tich rach.
Luo,Wuod tiyo ot tek.
Luo,Dhako keto yie moromo.
Luo,Chuo yudo pesa chuth.
Luo,An chiemo chiemo oyot.
Luo,In ndiko buk mos.
Luo,Wan temo dala ahinya.
Luo,Gin wuotho puodho maber.
Luo,Nyathi bedo tich rach.
Luo,Wuod tiyo ot tek.
Luo,Dhako keto yie moromo.
Luo,Chuo yudo pesa chuth.
Luo,An chiemo chiemo oyot.
Luo,In ndiko buk mos.
Luo,Wan temo dala ahinya.
Luo,Gin wuotho puodho maber.
Luo,Nyathi bedo tich rach.
Luo,Wuod tiyo ot tek.
Luo,Dhako keto yie moromo.
Luo,Chuo yudo pesa chuth.
Luo,An chiemo chiemo oyot.
Luo,In ndiko buk mos.
Luo,Wan temo dala ahinya.
Luo,Gin wuotho puodho maber.
Luo,Nyathi bedo tich rach.
Luo,Wuod tiyo ot tek.
Luo,Dhako keto yie moromo.
Luo,Chuo yudo pesa chuth.
Luo,An chiemo chiemo oyot.
Luo,In ndiko buk mos.
Luo,Wan temo dala ahinya.
Luo,Gin wuotho puodho maber.
Luo,Nyathi bedo tich rach.
Luo,Wuod tiyo ot tek.
Luo,Dhako keto yie moromo.
Luo,Chuo yudo pesa chuth.
Luo,An chiemo chiemo oyot.
Luo,In ndiko buk mos.
Luo,Wan temo dala ahinya.
Luo,Gin wuotho puodho maber.
Luo,Nyathi bedo tich rach.
Luo,Wuod tiyo ot tek.
Luo,Dhako keto yie moromo.
Luo,Chuo yudo pesa chuth.
Luo,An chiemo chiemo oyot.
Luo,In ndiko buk mos.
Luo,Wan temo dala ahinya.
Luo,Gin wuotho puodho maber.
Luo,Nyathi bedo tich rach.
Luo,Wuod tiyo ot tek.
Luo,Dhako keto yie moromo.
Luo,Chuo yudo pesa chuth.
Luo,An chiemo chiemo oyot.
Luo,In ndiko buk mos.
Luo,Wan temo dala ahinya.
Luo,Gin wuotho puodho maber.
Luo,Nyathi bedo tich rach.
Luo,Wuod tiyo ot tek.
Luo,Dhako keto yie moromo.
Luo,Chuo yudo pesa chuth.
Luo,An chiemo chiemo oyot.
Luo,In ndiko buk mos.
Luo,Wan temo dala ahinya.
Luo,Gin wuotho puodho maber.
Luo,Nyathi bedo tich rach.
Luo,Wuod tiyo ot tek.
Luo,Dhako keto yie moromo.
Luo,Chuo yudo pesa chuth.
Luo,An chiemo chiemo oyot.
Luo,In ndiko buk mos.
Luo,Wan temo dala ahinya.
Luo,Gin wuotho puodho maber.
Luo,Nyathi bedo tich rach.
Luo,Wuod tiyo ot tek.
Luo,Dhako keto yie moromo.
Luo,Chuo yudo pesa chuth.
Luo,An chiemo chiemo oyot.
Luo,In ndiko buk mos.
Luo,Wan temo dala ahinya.
Luo,Gin wuotho puodho maber.
Luo,Nyathi bedo tich rach.
Luo,Wuod tiyo ot tek.
Luo,Dhako keto yie moromo.
Luo,Chuo yudo pesa chuth.
Luo,An chiemo chiemo oyot.
Luo,In ndiko buk mos.
Luo,Wan temo dala ahinya.
Luo,Gin wuotho puodho maber.
Luo,Nyathi bedo tich rach.
Luo,Wuod tiyo ot tek.
Luo,Dhako keto yie moromo.
Luo,Chuo yudo pesa chuth.
Luo,An chiemo chiemo oyot.
Luo,In ndiko buk mos.
Luo,Wan temo dala ahinya.
Luo,Gin wuotho puodho maber.
Luo,Nyathi bedo tich rach.
Luo,Wuod tiyo ot tek.
Luo,Dhako keto yie moromo.
Luo,Chuo yudo pesa chuth.
Luo,An chiemo chiemo oyot.
Luo,In ndiko buk mos.
Luo,Wan temo dala ahinya.
Luo,Gin wuotho puodho maber.
Luo,Nyathi bedo tich rach.
Luo,Wuod tiyo ot tek.
Luo,Dhako keto yie moromo.
Luo,Chuo yudo pesa chuth.
Luo,An chiemo chiemo oyot.
Luo,In ndiko buk mos.
Luo,Wan temo dala ahinya.
Luo,Gin wuotho puodho maber.
Luo,Nyathi bedo tich rach.
Luo,Wuod tiyo ot tek.
Luo,Dhako keto yie moromo.
Luo,Chuo yudo pesa chuth.
Luo,An chiemo chiemo oyot.
Luo,In ndiko buk mos.
Luo,Wan temo dala ahinya.
Luo,Gin wuotho puodho maber.
Luo,Nyathi bedo tich rach.
Luo,Wuod tiyo ot tek.
Luo,Dhako keto yie moromo.
Luo,Chuo yudo pesa chuth.
Luo,An chiemo chiemo oyot.
Luo,In ndiko buk mos.
Luo,Wan temo dala ahinya.
Luo,Gin wuotho puodho maber.
Luo,Nyathi bedo tich rach.
Luo,Wuod tiyo ot tek.
Luo,Dhako keto yie moromo.
Luo,Chuo yudo pesa chuth.
Sheng,"Niaje msee, uko poa?"
Sheng,"Mambo vipi bro, uko sawa?"
Sheng,"Sema chief, umefika lini?"
Sheng,"Poa sana fam, niko tu."
Sheng,Uko fit leo ama una stress?
Sheng,"Haujambo dude, umekula?"
Sheng,"Wasup manze, umefanya nini leo?"
Sheng,"Niaje mtu, sawa kabisa."
Sheng,"Sema wewe, uko juu."
Sheng,"Mambo chief, unaendaje?"
Sheng,"Niaje buda, umekaa sawa?"
Sheng,"Uko cool msee, niko hapa."
Sheng,"Sema fam, tunaendaje leo?"
Sheng,"Haujambo bro, niko poa sana."
Sheng,"Wasup chief, unakunywa nini?"
Sheng,"Niaje manze, tumekaa form."
Sheng,"Sema dude, niambie ukweli."
Sheng,Uko fit poa buda?
Sheng,"Mambo mtu wangu, unapiga nini?"
Sheng,"Niaje wewe, tuko wapi saa hii?"
Sheng,Tuende base yake usiku huu.
Sheng,Niko na plan ya tushoot CBD.
Sheng,Tuseme tukutane hapo stage saa nne.
Sheng,Unaweza kufika ama una bidii?
Sheng,Kesho tutaenda chips funga place mpya.
Sheng,Uko down tushoot karao?
Sheng,"Tunaenda show ya usiku, uko?"
Sheng,"Base yake ni poa sana, tufike."
Sheng,"Leo nitashoot town, unataka kuja?"
Sheng,Tufanye plan ya weekend hii.
Sheng,"Niko na dame, hatuwezi kuja."
Sheng,Wewe na wenzako mfike mapema.
Sheng,Tuseme tukae hapo kwa Kevo.
Sheng,Tunapiga gari saa ngapi?
Sheng,Uko down kushoot malls?
Sheng,Fika hapo club saa sita.
Sheng,Niko plan tutaenda beach kesho.
Sheng,Tushoot nyumba yake usiku.
Sheng,"Saa nane uwe hapo, usichelewe."
Sheng,Niambie ukiwa tayari twende.
Sheng,"Niko na kitu kidogo, siko na pesa sana."
Sheng,Uko na doh ama umekaukia?
Sheng,"Sina cent bro, nimekaukia kabisa."
Sheng,Unapea mimi doh kidogo nirudishie.
Sheng,"Kazi imenilipa leo, niko na mkoba."
Sheng,"Usiomba pesa tena, unajua ninakukimbia."
Sheng,"Niko na ka-doh, tuweze kula."
Sheng,"Pesa imepotea, sijui ilikwenda wapi."
Sheng,Sina doh leo lakini kesho ntakuwa sawa.
Sheng,"Ulinipa loan, nitarudisha wiki ijayo."
Sheng,"Niko broke kabisa, usiniambie hiyo."
Sheng,"Kausha mkoba wako, una mzigo."
Sheng,"Nimepata side hustle, inaniingizia ka-pesa."
Sheng,Ulipata fare ama utaenda gari gani?
Sheng,"Mkoba wake ni mzuri, ana vitu."
Sheng,"Sina mbao, usiomba leo."
Sheng,"Ameniomba loan tena, siezi."
Sheng,"Niko na ka-kitu, tuende chipsi."
Sheng,Umesave pesa yako ama umikia?
Sheng,Doh imekimbia kabla sijajua.
Sheng,Tukae hapa tukule ugali wa mama.
Sheng,Uko na njaa ama ulishalipa?
Sheng,Naambia buda hiyo chipsi ilikuwa poa.
Sheng,Mama amepika kitu kipoa leo nyumbani.
Sheng,Nilikula vibaya usiku wa jana.
Sheng,Hapo mtaani kuna chakula poa sana.
Sheng,Unapenda nyama choma ama ugali samaki?
Sheng,Nilifika canteen nikakuta imefungwa.
Sheng,"Watu wanaenda kula lunch, tuje."
Sheng,Hizi mandazi za hapo zinapendeza sana.
Sheng,Nikule kitu kidogo nienjoy usiku.
Sheng,Kuku wa hapo stage ni poa.
Sheng,"Tumia akili, usile sana."
Sheng,Hizo chips funga zilikuwa za moto.
Sheng,"Alikula kitu kibaya, ana tumbo."
Sheng,"Niko hungry sana, tuende tule."
Sheng,"Mama alipika pilau, nilifurahi sana."
Sheng,Hii chapati ni ya poa kabisa.
Sheng,Chakula cha nyumbani ni the best.
Sheng,Ulikula breakfast ama ulipita?
Sheng,Nitapanda mat moja niende home.
Sheng,"Gari imejaa, subiri nyingine bro."
Sheng,Nilikimbia kukimbia mat nilikosa.
Sheng,Tukutane stage ya Westlands.
Sheng,"Fare imepanda tena, watu wanalalamika."
Sheng,Niliingia bodaboda nikaenda haraka.
Sheng,Conductor alinisumbua sana leo.
Sheng,Mat ilichelewa sana asubuhi.
Sheng,Nitaweka fare mbao nyingine ya nyumbani.
Sheng,Buda alinisaidia fare nilifika.
Sheng,Tuende kwa basi ya usiku.
Sheng,"Gari imepigwa, alikuwa na bahati."
Sheng,Pikipiki ni njia ya haraka zaidi.
Sheng,Nilikimbia nikapanda last mat.
Sheng,Nimeenda na gari ya ndugu.
Sheng,"Kuja haraka, mat iko tayari."
Sheng,Treni imechelewa tena leo asubuhi.
Sheng,"Tuende walking, si mbali sana."
Sheng,Nilifuata barabara peke yangu.
Sheng,Fare ya town ni ngapi leo?
Sheng,"Exam iko kesho, nimechoka kusoma."
Sheng,Mwalimu alituacha kazi nyingi sana.
Sheng,"Nilipitisha mtihani kidogo tu, niko sawa."
Sheng,Darasa letu ni la fun sana.
Sheng,Watoto wengine wamenikatia notes.
Sheng,"Nilisoma usiku wote, niko ngangari."
Sheng,Tusome pamoja kesho asubuhi.
Sheng,"Sijui jibu la swali hilo, niambie."
Sheng,Mwalimu huyu ni mkali sana shule.
Sheng,"Hatujafanya assignment, tutapigwa."
Sheng,Results za last term zilikuwa poa.
Sheng,Mwaka huu nahitaji passes zangu.
Sheng,"Darasa limeanza, nakimbia haraka."
Sheng,Nimeandika notes zangu sawa sawa.
Sheng,Wenzangu wanasoma library kila siku.
Sheng,"Tuliambia mwalimu hatujui, alicheka."
Sheng,Notes zangu ziko kwa rafiki yangu.
Sheng,Semester hii ni ngumu sana kweli.
Sheng,Nilikuwa nasoma mpaka usiku wa manane.
Sheng,"Exam imeniua, sijui kama nitapita."
Sheng,Dame yake ni wa poa sana.
Sheng,Alinipea number yake usiku.
Sheng,"Tuko together, wachana na sisi."
Sheng,"Alinichat usiku, nilifurahi sana."
Sheng,Nimemiss dame yangu sana hii wiki.
Sheng,"Yeye ni mchungu, amenikatia."
Sheng,"Tukiwa pamoja, world ni nzuri."
Sheng,Aliniambia anampenda lakini ana mwingine.
Sheng,"Niko single, sijali sana bado."
Sheng,"Tulibreak up, niko sawa na hiyo."
Sheng,"Yeye ni moto sana, naomba nione."
Sheng,"Aliniomba nisaidie, nilifurahi."
Sheng,Tunaenda date Jumamosi hii.
Sheng,"Amenipigia simu, naomba itoke vizuri."
Sheng,"Nampenda sana, hatuwezi kuachana."
Sheng,Alinidrop usiku baada ya show.
Sheng,Mpenzi wangu ameniambia ukweli.
Sheng,"Tunakaa pamoja, ni poa sana."
Sheng,Alinikatalia mbele ya marafiki.
Sheng,"Niko na feelings, sijui niseme nini."
Sheng,Buda wangu ni wa real kabisa.
Sheng,Genge letu linajuana vizuri sana.
Sheng,Rafiki yangu alini-support wakati mgumu.
Sheng,"Tuko squad moja, hatuvunjwi."
Sheng,Alinidrop vibaya mbele ya watu.
Sheng,Tulikuwa pamoja tangu wadogo sana.
Sheng,"Mtu huyu ni fake, achana naye."
Sheng,Kila mtu wetu ana role yake.
Sheng,Wenzangu wanajua kila kitu kuhusu mimi.
Sheng,Tulifanya hangout poa sana jana.
Sheng,"Yeye ni loyal sana, mtu wa trust."
Sheng,Squad yetu inafanya mambo makubwa.
Sheng,Tumekuwa friends miaka mingi sana.
Sheng,Rafiki wa kweli hukuacha wakati mgumu.
Sheng,Tukipanga kitu tunafanya pamoja.
Sheng,Buda yangu aliniambia ukweli mzuri.
Sheng,"Wengine ni haters tu, wachana nao."
Sheng,Tukiwa pamoja tunafurahi sana.
Sheng,Kila mtu ana siri yake ndogo.
Sheng,Genge letu litakuwa kubwa siku moja.
Sheng,"Niko na kazi mpya, nimeanza wiki."
Sheng,Biashara yangu inaenda vizuri sana.
Sheng,Huyo boss wake ni mkali sana.
Sheng,"Nimeomba interview, nasubiri jibu."
Sheng,Kazi yangu inachosha lakini inanilipa.
Sheng,Side hustle ndiyo inanisaidia zaidi.
Sheng,Tumefanya deal nzuri leo asubuhi.
Sheng,Ofisi yetu imehama mahali mpya.
Sheng,"Niko na deadline kesho, nachoka."
Sheng,Biashara ndogo ndogo ndiyo zinavuma.
Sheng,Alipandishwa cheo mpya wiki hii.
Sheng,"Nimeachwa kazi, niko job hunting."
Sheng,Kazi ya contractor ni ya hatari.
Sheng,Hustle yake inafanya vizuri sana.
Sheng,Niliingia interview nikawacha wao.
Sheng,Mkubwa alitupa waraka leo.
Sheng,Niko na meetings nyingi asubuhi.
Sheng,Sisi tunafanya kazi hard bila kupumzika.
Sheng,Alinishow jinsi ya kufanya biashara.
Sheng,"Niko employed, mungu asifiwe."
Sheng,Usiku wa jana show ilikuwa banger.
Sheng,DJ alicheza set ya moto sana.
Sheng,Tulienda club na squad usiku.
